"('A',)","('B',)","('C',)","('D',)","('E',)","('F',)","('A', 'B')","('A', 'C')","('A', 'D')","('A', 'E')","('A', 'F')","('B', 'C')","('B', 'D')","('B', 'E')","('B', 'F')","('C', 'D')","('C', 'E')","('C', 'F')","('D', 'E')","('D', 'F')","('E', 'F')","('A', 'B', 'C')","('A', 'B', 'D')","('A', 'B', 'E')","('A', 'B', 'F')","('A', 'C', 'D')","('A', 'C', 'E')","('A', 'C', 'F')","('A', 'D', 'E')","('A', 'D', 'F')","('A', 'E', 'F')","('B', 'C', 'D')","('B', 'C', 'E')","('B', 'C', 'F')","('B', 'D', 'E')","('B', 'D', 'F')","('B', 'E', 'F')","('C', 'D', 'E')","('C', 'D', 'F')","('C', 'E', 'F')","('D', 'E', 'F')","('A', 'B', 'C', 'D')","('A', 'B', 'C', 'E')","('A', 'B', 'C', 'F')","('A', 'B', 'D', 'E')","('A', 'B', 'D', 'F')","('A', 'B', 'E', 'F')","('A', 'C', 'D', 'E')","('A', 'C', 'D', 'F')","('A', 'C', 'E', 'F')","('A', 'D', 'E', 'F')","('B', 'C', 'D', 'E')","('B', 'C', 'D', 'F')","('B', 'C', 'E', 'F')","('B', 'D', 'E', 'F')","('C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E')","('A', 'B', 'C', 'D', 'F')","('A', 'B', 'C', 'E', 'F')","('A', 'B', 'D', 'E', 'F')","('A', 'C', 'D', 'E', 'F')","('B', 'C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E', 'F')"
21,26,20,19,26,32,22,9,12,5,2,13,5,4,4,9,0,4,2,6,7,10,4,1,1,8,0,1,0,0,1,3,0,0,0,1,1,0,2,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,20,19,26,31,18,11,12,5,2,13,5,3,4,9,0,3,3,7,8,10,4,1,1,9,0,1,0,0,1,3,0,0,0,1,1,0,2,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,21,20,25,32,17,11,13,4,2,13,4,3,4,8,1,3,4,7,8,9,4,2,1,10,0,1,1,0,1,3,0,0,0,1,1,0,1,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,22,20,26,32,19,13,14,6,2,13,5,2,3,8,1,4,4,6,9,10,4,2,0,11,0,1,1,0,0,4,0,0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,21,20,26,33,20,13,15,7,2,12,5,2,4,9,1,7,3,5,9,14,3,2,0,11,0,1,1,0,0,4,0,0,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,20,20,26,33,19,12,15,7,2,9,7,2,4,8,2,6,4,5,8,12,7,2,0,11,0,1,3,0,0,5,0,0,0,0,1,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,19,20,26,34,17,13,15,8,2,7,6,3,5,8,3,5,4,5,9,8,5,3,0,12,1,1,3,0,1,3,0,0,0,0,1,3,0,1,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,18,21,26,34,17,14,15,10,1,7,4,4,3,8,5,4,4,4,8,9,5,4,0,12,6,0,3,0,1,2,1,0,0,0,0,3,0,1,1,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,25,18,21,26,33,18,14,13,10,1,8,4,6,2,8,5,5,5,3,9,13,5,5,0,12,6,0,7,0,1,2,3,0,1,0,1,4,0,1,1,9,5,0,4,0,0,7,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
23,25,18,22,26,33,18,14,14,11,1,8,4,7,2,9,5,5,4,3,10,12,4,5,0,12,6,0,7,0,1,2,3,0,1,0,2,4,0,1,0,8,4,0,3,0,0,7,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
23,25,18,22,27,33,18,15,14,9,1,8,3,7,2,8,5,5,5,3,11,12,4,2,0,12,4,0,3,0,1,2,2,0,0,0,1,4,0,1,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,19,22,26,34,17,16,16,7,2,7,2,6,4,8,6,6,6,4,9,11,4,2,1,13,4,0,4,0,1,2,1,0,0,0,2,4,1,0,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,19,24,26,34,17,16,16,7,3,8,3,6,5,8,7,6,5,4,8,11,4,2,1,13,5,0,4,0,1,2,1,0,0,0,3,4,1,0,0,8,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,19,24,25,34,19,14,15,5,3,8,4,5,6,7,7,6,4,4,8,8,5,2,1,11,6,1,1,0,1,2,1,1,0,0,3,3,1,1,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,25,18,24,25,34,18,14,15,4,4,6,5,6,7,8,6,6,5,4,8,7,5,1,1,12,5,1,2,0,1,4,1,1,0,0,3,2,1,1,0,5,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,25,18,24,25,34,18,13,16,2,5,6,5,6,8,8,7,6,5,5,8,6,5,1,3,12,3,0,3,2,0,4,1,1,0,0,3,3,1,1,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,25,18,24,25,34,17,12,17,2,5,5,5,6,6,8,6,6,4,4,8,6,6,1,3,12,2,0,3,2,0,4,1,1,0,0,2,3,1,1,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,25,18,23,26,34,13,12,16,2,5,5,6,6,7,8,6,5,4,4,9,4,4,1,3,13,1,0,3,2,0,3,1,1,1,0,3,3,1,1,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,25,18,24,26,35,12,13,18,4,5,7,6,6,9,8,5,4,4,4,8,5,6,2,3,15,2,0,3,2,1,3,0,2,1,1,3,3,1,0,0,3,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,25,18,25,27,35,11,13,19,4,5,7,6,6,10,9,4,4,4,4,11,4,6,2,2,15,2,0,3,2,2,3,0,1,1,1,3,3,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,18,25,28,35,10,14,19,6,6,6,6,4,9,9,4,3,4,6,12,2,5,3,0,15,2,1,3,3,3,2,0,1,0,2,2,3,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,25,18,25,28,35,10,14,18,6,6,5,5,4,8,9,5,3,7,7,10,1,5,3,0,14,3,1,6,4,1,0,1,1,1,2,1,3,1,1,2,0,0,0,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
20,24,18,25,28,35,10,13,17,5,6,5,4,5,10,10,5,4,7,6,10,1,4,3,1,14,2,2,6,4,1,0,1,1,1,1,3,4,2,1,3,0,0,0,3,1,0,4,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0
20,24,18,25,29,35,11,12,17,7,5,5,3,5,10,11,5,4,6,7,11,2,1,3,1,14,2,2,7,4,1,0,1,1,0,1,3,4,2,1,4,0,0,0,0,1,0,4,2,1,3,0,0,0,0,1,0,0,0,0,1,0,0
21,24,18,25,29,35,11,13,18,7,5,5,3,4,10,11,4,5,6,7,12,2,2,2,1,16,2,3,6,3,1,1,0,1,0,1,2,4,5,2,4,1,0,0,0,1,0,3,4,2,2,0,0,0,0,4,0,0,0,0,3,0,0
21,24,17,25,29,34,11,10,19,7,5,6,3,4,10,9,3,5,9,8,12,3,2,2,1,13,2,3,6,4,1,1,0,1,0,1,2,5,8,2,4,1,0,0,0,1,0,4,6,2,2,0,0,0,0,5,0,0,0,0,4,0,0
21,27,17,25,29,34,11,10,18,7,4,4,6,4,10,12,3,5,10,8,10,2,2,0,1,16,2,1,7,2,0,1,0,1,0,1,3,5,8,2,3,1,0,0,0,1,0,4,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0
21,27,17,26,28,34,10,11,16,7,5,4,6,4,10,13,3,5,10,8,9,2,2,0,2,16,2,2,5,2,0,1,0,1,0,1,3,5,8,2,3,1,0,1,0,1,0,4,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0
21,27,17,25,28,34,12,12,12,5,5,3,5,4,12,13,3,5,8,8,9,3,3,0,2,16,0,2,1,2,0,1,0,1,0,1,3,4,6,2,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
21,27,17,25,28,34,11,12,12,5,6,3,6,4,10,13,3,5,7,8,9,3,5,0,3,18,0,3,1,2,0,2,0,1,0,1,4,4,6,2,2,4,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
21,27,17,24,28,33,13,11,11,4,6,3,4,5,8,13,3,5,7,7,9,3,5,0,3,16,0,3,0,2,0,2,0,1,0,0,4,2,5,1,1,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,17,24,28,33,13,11,13,3,6,3,4,7,7,13,3,5,6,8,10,3,5,0,3,17,0,3,0,2,0,2,0,1,0,0,4,2,5,1,1,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,17,24,28,32,14,11,13,2,6,4,5,6,6,12,3,6,6,7,7,3,5,0,3,16,0,3,0,2,0,2,0,2,0,0,2,1,4,1,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,17,24,28,32,16,11,13,2,6,5,6,7,6,12,3,4,5,7,7,4,8,0,3,17,0,3,0,2,0,2,0,2,0,1,3,1,3,1,0,6,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,17,24,29,32,17,11,14,2,6,4,5,7,5,12,3,5,6,7,9,4,8,0,3,15,0,3,0,2,0,2,1,2,0,1,3,1,3,0,1,6,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,17,25,28,32,19,12,13,3,6,4,5,7,6,11,3,5,6,7,5,4,8,1,2,14,0,3,0,2,0,2,1,2,0,0,3,1,5,0,1,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,17,25,28,33,19,12,13,3,5,5,4,8,7,11,2,6,5,7,5,6,7,1,2,12,0,3,0,2,0,4,1,2,0,0,3,0,5,0,1,8,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,17,25,28,33,20,12,11,3,5,5,6,6,7,10,2,6,5,7,5,6,7,1,2,10,0,3,0,4,0,4,0,2,0,1,1,0,6,0,1,7,0,2,0,2,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0
23,26,17,24,28,33,20,10,13,3,6,5,6,5,7,10,3,5,6,8,5,6,10,1,3,10,0,3,0,4,0,4,0,2,0,1,1,0,6,0,2,7,0,2,0,2,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0
23,26,17,23,27,33,19,11,15,5,7,5,6,5,7,10,2,6,5,11,3,6,12,2,3,12,0,5,0,5,0,4,0,2,0,2,0,0,8,0,1,7,0,2,0,3,0,0,7,0,0,0,2,0,0,0,0,3,0,0,0,0,0
23,26,17,23,27,33,20,11,17,5,8,5,6,5,6,10,2,7,4,11,4,6,14,2,3,12,0,7,0,7,0,4,0,2,0,2,0,0,8,0,1,7,0,3,0,5,0,0,9,0,0,0,2,0,0,0,0,5,0,0,0,0,0
23,25,17,23,27,31,19,9,16,6,6,6,6,5,6,10,1,7,5,11,4,5,13,2,2,9,0,4,0,6,0,4,0,1,0,2,0,0,8,0,1,6,0,2,0,4,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0
23,25,17,25,27,30,19,10,15,6,6,6,6,4,6,9,1,7,4,11,4,5,13,2,2,8,0,4,0,7,0,4,0,1,0,2,0,0,8,0,1,6,0,2,0,4,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0
23,25,17,24,27,29,20,9,16,6,5,6,5,3,4,9,2,7,5,11,5,4,9,2,0,6,1,3,0,5,0,4,0,0,0,0,0,1,8,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,25,17,24,27,29,20,9,17,6,5,5,5,4,5,9,2,8,5,11,3,1,8,2,0,6,1,3,0,5,0,4,0,0,0,0,0,1,8,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,17,23,27,28,19,10,18,6,5,5,5,5,4,9,2,7,5,11,4,3,7,2,0,8,1,3,0,5,0,4,0,0,0,0,0,1,7,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,17,23,26,28,20,10,20,6,6,5,5,4,4,11,3,7,5,12,4,3,4,2,0,10,0,3,0,5,0,3,0,0,0,1,0,1,7,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,24,17,23,27,28,20,10,21,4,5,5,3,3,3,11,2,7,4,11,6,3,2,1,0,12,0,2,0,8,0,3,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,24,17,23,27,27,20,10,21,4,5,4,3,3,2,12,2,7,4,10,5,3,2,1,0,15,0,3,0,8,0,3,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,17,23,27,27,23,11,19,4,4,4,4,3,2,13,1,7,5,10,5,3,3,1,0,19,0,3,0,8,0,5,0,0,0,1,0,0,6,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,17,23,27,27,23,11,19,3,4,4,4,3,2,14,1,5,5,10,4,3,3,1,0,20,0,3,1,9,0,5,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,17,23,26,27,23,11,18,3,4,4,4,3,2,14,3,6,5,8,4,3,3,1,0,20,0,5,1,9,0,5,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,17,23,26,27,23,11,18,3,4,4,4,3,2,15,3,6,4,7,4,3,3,1,0,20,0,5,1,9,0,5,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,23,17,23,26,26,20,12,18,3,3,4,5,3,2,15,3,5,4,7,4,3,3,2,0,23,0,6,1,9,0,5,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,23,17,23,26,26,20,14,18,4,3,5,6,4,1,15,3,4,4,6,5,6,3,3,1,24,1,4,1,6,0,5,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,17,23,26,27,19,15,16,4,4,5,5,4,1,15,4,4,4,6,5,6,3,3,0,23,1,4,1,6,0,5,0,0,0,0,0,1,6,1,0,5,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,17,23,27,27,18,15,14,3,3,5,5,4,1,15,4,4,4,4,6,6,3,2,0,22,1,4,1,4,0,5,0,0,0,0,0,1,4,1,0,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,24,17,23,27,27,17,15,14,3,2,3,4,5,2,14,5,4,4,5,6,4,2,2,0,21,1,2,1,2,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,24,17,23,27,27,17,14,13,2,2,3,5,4,2,12,5,4,7,4,5,4,3,2,0,20,1,2,2,1,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,17,23,27,27,15,14,13,2,2,3,4,3,2,13,6,3,7,5,6,3,3,1,0,22,2,1,2,1,0,0,0,0,0,0,0,8,1,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,22,16,23,26,27,16,13,13,3,1,2,4,4,2,12,6,3,7,5,6,3,4,1,0,18,2,0,2,0,0,0,0,0,0,0,0,8,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,22,16,22,26,27,16,12,11,3,1,2,4,4,2,12,7,3,8,5,7,3,4,1,0,14,2,0,2,0,0,0,0,0,0,0,0,10,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,22,16,22,26,28,16,11,12,3,1,2,4,4,3,12,8,1,8,5,7,3,4,1,0,14,2,0,2,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,23,16,22,27,28,17,11,10,4,2,3,6,6,2,12,7,0,8,7,7,4,5,3,1,12,2,0,1,0,0,1,1,0,1,0,0,10,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20,23,16,22,27,28,17,9,8,3,1,2,6,6,2,12,7,0,9,6,6,0,4,2,1,8,0,0,0,0,0,1,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,24,15,22,28,29,16,5,9,3,1,4,6,6,2,12,7,0,8,6,6,2,4,2,1,6,0,0,0,0,0,2,1,0,1,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,24,15,22,27,29,17,5,8,3,1,5,7,4,2,12,5,0,5,8,7,3,5,2,1,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,15,22,27,29,17,4,8,3,1,5,8,4,4,11,6,0,6,7,5,3,5,1,1,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,15,22,27,29,16,3,7,3,1,5,9,4,4,11,5,0,6,6,5,3,5,1,1,2,0,0,0,0,0,4,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,15,22,27,29,16,4,7,3,1,5,9,5,4,10,4,2,6,6,5,3,6,1,1,2,0,0,0,0,0,4,0,1,0,3,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20,23,14,21,27,28,16,4,7,2,1,4,8,5,5,7,4,3,6,5,5,3,4,1,1,3,0,0,0,0,0,1,0,0,0,2,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,14,21,27,28,14,4,7,2,1,4,8,5,5,8,5,3,6,5,5,3,4,1,0,3,0,0,0,0,0,1,0,0,0,1,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,14,21,27,28,13,4,7,3,2,4,6,5,5,8,5,3,6,5,6,3,4,1,0,3,0,0,0,0,0,1,0,0,0,1,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,20,27,28,13,5,6,4,2,6,7,5,4,6,5,1,7,4,6,4,4,1,0,4,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,20,27,28,12,6,5,6,2,5,5,4,5,6,4,1,6,3,7,3,4,2,0,4,0,0,0,0,0,3,0,0,0,1,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,28,12,6,6,6,2,5,5,4,3,8,4,1,6,2,7,3,4,2,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,27,12,6,6,6,3,5,6,4,5,8,4,1,6,1,6,3,4,2,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,27,12,8,4,6,3,5,6,3,5,9,3,1,6,1,5,5,2,2,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,27,12,8,4,6,3,4,5,3,6,9,3,1,6,2,4,5,2,2,0,4,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,27,12,8,5,6,3,5,6,4,6,9,3,1,5,2,2,6,3,2,0,5,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,25,12,10,5,6,4,4,6,4,6,7,3,1,5,2,2,6,3,2,1,4,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,19,28,25,12,11,6,5,3,4,7,4,7,6,2,2,5,3,2,6,4,2,1,4,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,13,21,28,25,12,10,7,4,3,4,8,4,7,6,1,3,5,3,2,6,4,2,2,5,0,2,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,13,21,28,25,12,10,8,3,3,4,8,5,6,7,1,3,5,3,1,6,5,2,1,6,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,13,21,28,25,12,10,7,5,3,4,7,5,5,7,1,3,5,3,1,6,4,2,1,5,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,13,21,28,25,12,8,7,4,3,3,8,6,5,7,1,4,5,3,2,5,5,2,1,6,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,21,28,25,12,7,8,4,2,3,6,6,4,7,2,4,5,3,2,5,5,2,1,5,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,21,28,25,12,7,7,5,3,4,5,6,4,7,2,3,6,3,2,5,4,2,1,7,1,2,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,21,28,25,11,7,9,5,3,3,5,7,3,7,2,2,6,3,2,4,5,1,1,5,1,2,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,21,28,24,11,7,9,6,3,3,5,7,3,8,3,2,6,4,2,3,4,2,1,7,2,2,1,0,0,4,1,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,21,28,25,11,6,9,7,2,3,5,7,5,8,3,2,5,5,3,3,5,4,0,7,3,0,1,0,0,5,1,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,22,28,25,11,5,9,8,2,3,5,8,4,7,4,0,5,6,3,2,5,4,0,5,3,0,2,0,0,5,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,22,28,25,11,5,7,10,1,3,5,7,4,7,4,0,4,6,4,2,5,4,0,5,3,0,6,0,0,5,1,0,2,0,0,3,0,0,0,5,1,0,4,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
21,24,13,22,28,25,11,6,10,9,1,3,5,5,7,5,4,0,4,6,4,3,6,4,0,6,3,0,5,0,0,3,1,0,2,0,0,4,0,0,0,4,1,0,4,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
21,24,13,22,29,24,11,7,10,10,1,1,4,5,7,6,4,0,4,6,5,2,6,4,0,8,4,0,7,0,0,2,0,0,2,0,0,4,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,22,29,24,11,8,10,10,1,1,4,4,7,7,4,0,5,5,5,2,6,4,0,10,4,0,7,0,0,3,0,0,2,0,0,5,0,0,0,6,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,13,22,29,24,11,9,9,12,4,1,4,3,9,7,4,0,6,5,5,2,6,3,1,11,3,0,8,0,0,3,0,0,3,0,0,5,0,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,14,22,29,24,11,9,9,10,4,1,4,3,9,8,4,0,7,5,5,2,6,3,1,11,3,0,8,0,0,3,0,0,3,0,0,5,0,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,14,22,29,24,10,9,10,9,3,1,4,4,9,9,4,0,6,6,6,2,6,3,0,10,2,0,6,0,0,3,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,14,21,29,24,12,8,9,6,3,4,5,4,8,9,3,0,4,5,6,5,6,3,0,10,1,0,3,0,0,4,1,0,0,0,0,3,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,14,21,29,23,14,8,11,7,4,5,6,3,8,9,4,0,4,4,7,8,8,2,0,12,2,0,4,0,0,5,1,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,14,21,29,22,15,9,11,7,4,5,7,3,7,10,4,1,3,4,7,11,11,2,0,14,2,0,2,0,0,8,1,0,0,0,0,3,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,14,21,28,22,15,9,11,8,3,5,9,2,7,11,3,1,1,3,6,13,16,1,0,17,3,0,2,0,0,13,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,13,21,28,23,15,10,12,7,3,5,9,2,5,11,3,1,1,3,5,14,18,1,0,19,3,0,2,0,0,13,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
